manufacturer,model,nominal_power_kw,curve_id,T_source_in_C,T_sink_value_C,T_sink_convention,P_heat_kW,P_el_kW,COP,source_document,source_page,provenance,estimated_uncertainty_pct,data_quality,notes,source_flow_m3h,sink_flow_m3h,source_pump_kW,sink_pump_kW,source_operating_min_C,source_operating_max_C,sink_outlet_max_C
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,5.0,45,sink_out,19.7249,5.7507,3.43,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,5.0,55,sink_out,18.8657,6.6273,2.8467,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,10.0,25,sink_out,25.5,4.6533,5.48,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_35C,10.0,35,sink_out,24.5,5.2802,4.64,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,10.0,45,sink_out,23.0124,6.04,3.81,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,10.0,55,sink_out,22.01,7.1,3.1,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,15.0,25,sink_out,28.2929,4.7927,5.9033,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_35C,15.0,35,sink_out,27.1833,5.4695,4.97,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,15.0,45,sink_out,25.5328,6.2889,4.06,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,15.0,55,sink_out,24.3678,7.153,3.4067,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,20.0,25,sink_out,30.7041,4.9844,6.16,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_35C,20.0,35,sink_out,29.5,5.6513,5.22,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,20.0,45,sink_out,27.7088,6.5609,4.2233,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,20.0,55,sink_out,26.3872,7.2492,3.64,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,25.0,25,sink_out,32.7857,5.2041,6.3,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_35C,25.0,35,sink_out,31.5,5.819,5.4133,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,25.0,45,sink_out,29.5874,6.7809,4.3633,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,25.0,55,sink_out,28.115,7.4378,3.78,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,30.0,25,sink_out,35.2143,5.4879,6.4167,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_35C,30.0,35,sink_out,33.8333,6.0417,5.6,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,30.0,45,sink_out,31.779,7.0935,4.48,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,30.0,55,sink_out,30.1318,7.7327,3.8967,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,35.0,25,sink_out,37.2786,5.7264,6.51,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_35C,35.0,35,sink_out,35.8167,6.202,5.775,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,35.0,45,sink_out,33.6419,7.3188,4.5967,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,35.0,55,sink_out,31.8286,7.9307,4.0133,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,40.0,25,sink_out,39.4643,5.9554,6.6267,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_35C,40.0,35,sink_out,37.9167,6.3601,5.9617,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,40.0,45,sink_out,35.6144,7.5561,4.7133,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,40.0,55,sink_out,33.6211,8.1407,4.13,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,45.0,25,sink_out,41.7714,6.216,6.72,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_35C,45.0,35,sink_out,40.1333,6.5399,6.1367,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_45C,45.0,45,sink_out,37.6965,7.8047,4.83,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_55C,45.0,55,sink_out,35.5087,8.3615,4.2467,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P25,25,T_eau_sortie_25C,50.0,25,sink_out,44.2,6.4651,6.8367,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",3.0,3.0,0.3,0.075,-12.0,75.0,55.0
