manufacturer,model,nominal_power_kw,curve_id,T_source_in_C,T_sink_value_C,T_sink_convention,P_heat_kW,P_el_kW,COP,source_document,source_page,provenance,estimated_uncertainty_pct,data_quality,notes,source_flow_m3h,sink_flow_m3h,source_pump_kW,sink_pump_kW,source_operating_min_C,source_operating_max_C,sink_outlet_max_C
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,5.0,45,sink_out,44.5068,13.2922,3.3483,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,5.0,55,sink_out,41.6923,14.646,2.8467,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,10.0,25,sink_out,51.5,9.9421,5.18,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_35C,10.0,35,sink_out,50.0,11.0865,4.51,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,10.0,45,sink_out,50.1956,13.79,3.64,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,10.0,55,sink_out,47.0214,15.57,3.02,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,15.0,25,sink_out,57.1993,10.0674,5.6817,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_35C,15.0,35,sink_out,55.5333,11.5254,4.8183,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,15.0,45,sink_out,55.7506,14.1379,3.9433,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,15.0,55,sink_out,52.2251,15.7621,3.3133,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,20.0,25,sink_out,61.8,10.3057,5.9967,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_35C,20.0,35,sink_out,60.0,11.9048,5.04,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,20.0,45,sink_out,60.2347,14.5027,4.1533,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,20.0,55,sink_out,56.4257,16.0149,3.5233,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,25.0,25,sink_out,66.332,10.7682,6.16,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_35C,25.0,35,sink_out,64.4,12.3767,5.2033,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,25.0,45,sink_out,64.6519,15.0587,4.2933,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,25.0,55,sink_out,60.5636,16.5324,3.6633,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,30.0,25,sink_out,70.658,11.2572,6.2767,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_35C,30.0,35,sink_out,68.6,12.7826,5.3667,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,30.0,45,sink_out,68.8684,15.5342,4.4333,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,30.0,55,sink_out,64.5134,16.9104,3.815,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,35.0,25,sink_out,75.4647,11.8037,6.3933,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_35C,35.0,35,sink_out,73.2667,13.2489,5.53,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,35.0,45,sink_out,73.5533,16.1656,4.55,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,35.0,55,sink_out,68.902,17.473,3.9433,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,40.0,25,sink_out,79.5503,12.2197,6.51,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_35C,40.0,35,sink_out,77.2333,13.5934,5.6817,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,40.0,45,sink_out,77.5355,16.6147,4.6667,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,40.0,55,sink_out,72.6324,17.7875,4.0833,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,45.0,25,sink_out,83.8763,12.7021,6.6033,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_35C,45.0,35,sink_out,81.4333,13.96,5.8333,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_45C,45.0,45,sink_out,81.7519,17.091,4.7833,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_55C,45.0,55,sink_out,76.5822,18.1331,4.2233,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
Heliopac,Solerpac-P50,50,T_eau_sortie_25C,50.0,25,sink_out,88.4427,13.1611,6.72,Courbe Solerpac P-25/P-50 fournie + FT1p V3.1 + XML SoloPAC,graph + FT1p p.2,NUMERISATION_GRAPHIQUE_COP + RECONSTRUCTION_PUISSANCE_ANCRÉE_FABRICANT,7.5,DIGITIZED_COP_WITH_RECONSTRUCTED_POWER,"COP numérisé sur courbes 25/35/45/55°C. P chaleur: courbe 35°C numérisée, corrigée par ratios ancrés sur points FT1p/XML; approximation explicite entre points.",5.0,5.0,0.3,0.075,-12.0,75.0,55.0
